APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,lon,lat,Property on map
5119001018,4/19/2022 0:00,Single Family,1344 E 20TH ST,LOS ANGELES,CA,90011,9,Trinity Financial Services,Don Madden,949-313-6161,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.25041,34.02237,POINT (-118.25041 34.02237)
2110009017,1/27/2022 0:00,Single Family,21901 W ARMINTA ST,LOS ANGELES,CA,93063,3,Nationstar Mortgage,Code Violations,888-456-0714,CYPREXX SERVICES C/O New Beginning Properties Inc.,Lourdes Chavez,525  W GRAND REGENCY BLV BLVD  BRANDON FL 33510,877-339-8202,-118.60412,34.2138,POINT (-118.60412 34.2138)
2316025012,9/22/2022 0:00,Single Family,7252 N CAMELLIA AVE,LOS ANGELES,CA,91605,2,"JPMorgan Chase Bank, N.A.",Operations Specialist I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.38219,34.2027,POINT (-118.38219 34.2027)
2151038032,10/12/2022 0:00,Single Family,20734 W CLARK ST,LOS ANGELES,CA,91367,3,M&T Bank,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.58386,34.16865,POINT (-118.58386 34.16865)
5546009059,5/16/2022 0:00,Single Family,1645 N VINE ST 1-96,HOLLYWOOD,CA,90028,13,Selene Finance LP - Eric Moore,Eric Moore,877-338-3791,Re/Max Empower,Ed Sanchez,701  S Victory BLVD  Burbank CA 91502,818-381-2047,-118.32703,34.10121,POINT (-118.32703 34.10121)
2769016022,11/29/2022 0:00,Single Family,8846 N CHIMINEAS AVE,LOS ANGELES,CA,91325,12,PHH Mortgage,Shelly Martinez,346-471-3551,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.5283,34.23139,POINT (-118.5283 34.23139)
2107011042,3/24/2022 0:00,Single Family,7924 N OSO AVE,LOS ANGELES,CA,91306,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.57525,34.21453,POINT (-118.57525 34.21453)
2153036001,1/19/2022 0:00,Single Family,6201 N PENFIELD AVE,LOS ANGELES,CA,91367,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.56776,34.18203,POINT (-118.56776 34.18203)
2682021065,9/21/2022 0:00,Single Family,16857 W SAN FERNANDO MISSION BLVD,LOS ANGELES,CA,91344,12,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.49991,34.27218,POINT (-118.49991 34.27218)
2507024013,12/7/2022 0:00,Single Family,14237 W AZTEC ST,LOS ANGELES,CA,91342,7,Selene Finance,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.44366,34.29755,POINT (-118.44366 34.29755)
2004021037,1/5/2022 0:00,Single Family,22221 W TIOGA PL,LOS ANGELES,CA,91304,12,Freedom Mortgage,Jared Huffman,855-690-5900,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.61194,34.22831,POINT (-118.61194 34.22831)
5563014024,5/4/2022 0:00,Single Family,8591 W LOOKOUT MOUNTAIN AVE,HOLLYWOOD,CA,90046,4,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.38077,34.11208,POINT (-118.38077 34.11208)
6029018022,10/10/2022 0:00,Single Family,734 E 83RD ST,LOS ANGELES,CA,90001,9,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.26175,33.96366,POINT (-118.26175 33.96366)
4493030006,1/6/2022 0:00,Single Family,12671 W MOUNTAIN CREST LANE,LOS ANGELES,CA,90049,11,JP Morgan Chase NA,Amy Lott,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.49295,34.10531,POINT (-118.49295 34.10531)
2724011032,3/15/2022 0:00,Single Family,9507 N HUNT CLUB LANE,LOS ANGELES,CA,91311,12,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.62219,34.24285,POINT (-118.62219 34.24285)
5081019014,4/14/2022 0:00,Single Family,1101 S ARLINGTON AVE,OLD APN,CA,99999,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.31767,34.04965,POINT (-118.31767 34.04965)
2168017079,1/4/2022 0:00,Single Family,5230 N CALATRANA DR,LOS ANGELES,CA,91364,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.60342,34.16431,POINT (-118.60342 34.16431)
2566016032,11/11/2022 0:00,Single Family,10550 N TUJUNGA CANYON BLVD,LOS ANGELES,CA,91042,7,"REAL TIME RESOLUTIONS, INC.",Ryan Reilly,888-895-0221,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29314,34.26091,POINT (-118.29314 34.26091)
5042015032,12/7/2022 0:00,Single Family,3775 S RUTHELEN ST,LOS ANGELES,CA,90018,8,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.31291,34.0188,POINT (-118.31291 34.0188)
2315009032,8/19/2022 0:00,Single Family,11134 W KESWICK ST,LOS ANGELES,CA,91352,6,Lenders TD Service,Jeff Prather,949-855-1945,NULL,NULL,,NULL,-118.37378,34.21015,POINT (-118.37378 34.21015)
6053010040,5/30/2022 0:00,Single Family,160 W COLDEN AVE,LOS ANGELES,CA,90003,8,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.27611,33.94908,POINT (-118.27611 33.94908)
2688008006,6/1/2022 0:00,Single Family,16400 W BAHAMA ST,LOS ANGELES,CA,91343,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.48964,34.23279,POINT (-118.48964 34.23279)
2130001014,10/19/2022 0:00,Single Family,19553 W ENADIA WAY,LOS ANGELES,CA,91335,3,Freedom Mortgage,Shannon Powell,317-537-3714,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.55975,34.20024,POINT (-118.55975 34.20024)
5512009009,5/27/2022 0:00,Single Family,141 S VISTA ST,LOS ANGELES,CA,90036,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.35235,34.07234,POINT (-118.35235 34.07234)
2275030004,1/7/2022 0:00,Single Family,3731 N BEVERLY GLEN BLVD,LOS ANGELES,CA,91423,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.45052,34.13886,POINT (-118.45052 34.13886)
6002020008,1/3/2022 0:00,Single Family,1436 W 60TH PL,LOS ANGELES,CA,90047,8,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.30152,33.98492,POINT (-118.30152 33.98492)
4239003003,9/15/2022 0:00,Multi-Family,712 S 6TH AVE,VENICE,CA,90291,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.46956,33.99658,POINT (-118.46956 33.99658)
2502002102,9/2/2022 0:00,Single Family,15151 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,Selene Finance,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.46278,34.32312,POINT (-118.46278 34.32312)
4405037006,9/22/2022 0:00,Single Family,237 S CARMELINA AVE,LOS ANGELES,CA,90049,11,"JPMorgan Chase Bank, N.A.",Operations Specialist I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.48019,34.05437,POINT (-118.48019 34.05437)
2625029012,1/18/2022 0:00,Single Family,13588 W WINGO ST,LOS ANGELES,CA,91331,6,NEW AMERICAN FUNDING,KARLA HOWES,949-445-8824,"New Beginning Properties, Inc.",Jose Chavez,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.42883,34.2377,POINT (-118.42883 34.2377)
5522009015,3/15/2022 0:00,Single Family,645 N MANHATTAN PL,LOS ANGELES,CA,90004,13,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.31032,34.08295,POINT (-118.31032 34.08295)
2373019007,3/15/2022 0:00,Single Family,4012 N SUNNYSLOPE AVE,LOS ANGELES,CA,91423,4,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.42633,34.14262,POINT (-118.42633 34.14262)
5022019008,11/10/2022 0:00,Single Family,4225 S VAN NESS AVE,LOS ANGELES,CA,90062,8,PHH Mortgage Corp,Erin Hill,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.31723,34.00644,POINT (-118.31723 34.00644)
5106014023,1/4/2022 0:00,Multi-Family,1639 E 47TH ST,LOS ANGELES,CA,90011,9,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.24469,34.00109,POINT (-118.24469 34.00109)
2781033027,7/12/2022 0:00,Single Family,20146 W ACRE ST,LOS ANGELES,CA,91306,3,Flagstar BANK,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.57284,34.22983,POINT (-118.57284 34.22983)
5538014015,3/4/2022 0:00,Single Family,873 N EDGEMONT ST,LOS ANGELES,CA,90029,13,MIDFIRST BANK,ERIK KENNER,405-426-1280,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.29623,34.08782,POINT (-118.29623 34.08782)
5029005029,3/24/2022 0:00,Single Family,3873 S REDONDO BLVD,LOS ANGELES,CA,90008,10,"Danco, Inc.",Ronald Perlstein,310-842-8235,NULL,NULL,,NULL,-118.35969,34.01626,POINT (-118.35969 34.01626)
4311018011,10/11/2022 0:00,Single Family,3232 S OAKHURST AVE,LOS ANGELES,CA,90034,5,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.3967,34.0318,POINT (-118.3967 34.0318)
2353023011,1/4/2022 0:00,Multi-Family,4865 N BAKMAN AVE,NORTH HOLLYWOOD,CA,91601,2,BSI Financial Services,customer care,800-327-7861,LRES Corporation,Krista McCullough,765   The City Drive So.   Orange CA 92868,714-872-5820,-118.37758,34.15981,POINT (-118.37758 34.15981)
4019006026,11/15/2022 0:00,Single Family,4239 W 59TH ST,LOS ANGELES,CA,90043,8,The Money Source,James Howe,480-939-8342,J & J Board Ups,Javier Ortiz,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.349,33.9872,POINT (-118.349 33.9872)
6036014048,6/24/2022 0:00,Single Family,1945 W 91ST PL,LOS ANGELES,CA,90047,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.31285,33.95375,POINT (-118.31285 33.95375)
4249032015,12/5/2022 0:00,Single Family,3554 S SAWTELLE BLVD,LOS ANGELES,CA,90066,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.42271,34.01545,POINT (-118.42271 34.01545)
2526025018,1/7/2022 0:00,Single Family,11600 N ORCAS AVE,LOS ANGELES,CA,91342,7,james Agnew,james agnew,864-534-1616,western Fidelity,angela Mijres,1222   crenshaw BLVD  torrance CA 90501,310-212-9700,-118.3681,34.28084,POINT (-118.3681 34.28084)
4371019037,1/24/2022 0:00,Vacant Residential,993 N BEVERLY GLEN BLVD,LOS ANGELES,CA,90077,5,Mark Beychok,Mark Beychok,310-402-6275,NULL,NULL,,NULL,-118.43996,34.09342,POINT (-118.43996 34.09342)
7442030111,1/7/2022 0:00,Single Family,2285 N STONEWOOD CT,LOS ANGELES,CA,90732,15,JP Morgan Chase NA,Amy Lott,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.30795,33.76521,POINT (-118.30795 33.76521)
4352006039,1/24/2022 0:00,Single Family,1549 N LINDACREST DR,LOS ANGELES,CA,90210,5,"The Rama Fund, LLC",Michael Hernandez,747-900-2109,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.40426,34.09941,POINT (-118.40426 34.09941)
2625027018,1/7/2022 0:00,Single Family,9173 N ROSLYNDALE AVE,LOS ANGELES,CA,91331,6,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.43093,34.23681,POINT (-118.43093 34.23681)
6067009040,1/20/2022 0:00,Multi-Family,2047 E 111TH ST,LOS ANGELES,CA,90059,15,Gregory Funding,MARCUS BROWN,866-712-5698,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.23476,33.93438,POINT (-118.23476 33.93438)
5716027009,2/23/2022 0:00,Single Family,539 N AVENUE 67,LOS ANGELES,CA,90042,14,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.1748,34.1177,POINT (-118.1748 34.1177)
5561024007,1/24/2022 0:00,Single Family,1410 N TANAGER WAY,HOLLYWOOD,CA,90069,4,"HANKEY CAPITAL, LLC",Eugene Leydiker,323-692-4026,NULL,NULL,,NULL,-118.38525,34.09708,POINT (-118.38525 34.09708)
5082023037,10/7/2022 0:00,Multi-Family,1516 S VICTORIA AVE,LOS ANGELES,CA,90019,10,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.3291,34.04556,POINT (-118.3291 34.04556)
6061012021,4/14/2022 0:00,Single Family,733 W 105TH ST,LOS ANGELES,CA,90044,8,Gregory Funding,MARCUS BROWN,866-712-5698,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.28826,33.94083,POINT (-118.28826 33.94083)
4370027008,1/25/2022 0:00,Single Family,984 N BEL AIR RD,LOS ANGELES,CA,90077,5,Verus Securitization Trust 2020-NPL1,TR Hansen,714-282-2424,Verus,TR Hansen,8180  E Kaiser Blvd  Anaheim Hills CA 92808,714-282-2424,-118.44296,34.09223,POINT (-118.44296 34.09223)
7415016025,2/16/2022 0:00,Single Family,1305 W ROBIDOUX ST,LOS ANGELES,CA,90744,15,"JPMorgan Chase Bank, N.A.",Operations Specialist I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.27983,33.78783,POINT (-118.27983 33.78783)
4102015088,12/15/2022 0:00,Single Family,6564 S BRADLEY PL,LOS ANGELES,CA,90056,11,Pensco Trust Company FBO David R. Beach IRA,David Beach,626-354-1902,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.37112,33.98038,POINT (-118.37112 33.98038)
5551012025,8/16/2022 0:00,Single Family,1871 N STANLEY AVE,LOS ANGELES,CA,90046,4,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.35757,34.10407,POINT (-118.35757 34.10407)
5053003031,5/2/2022 0:00,Multi-Family,2012 W 28TH ST,LOS ANGELES,CA,90018,10,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.30941,34.0298,POINT (-118.30941 34.0298)
2274017034,5/31/2022 0:00,Vacant Residential,3836 N OAKFIELD DR,LOS ANGELES,CA,91423,4,GARY NOVOTNY,GARY NOVOTNY,818-590-5582,GARY NOVOTNY,GARY NOVOTNY,8800   WENTWORTH ST  SUNLAND CA 91040,818-590-5582,-118.44715,34.14059,POINT (-118.44715 34.14059)
4228012009,9/22/2022 0:00,Single Family,2405 S CLEMENT AVE,LOS ANGELES,CA,90291,11,Roundpoint,Round Point,877-338-3791,Guardian Asset management,Colleen McEntee,"1   1 Oxford Valley, 2300 E Lincol   Langhorne PA 18966",888-872-9094,-118.46124,33.9861,POINT (-118.46124 33.9861)
2673019076,12/28/2022 0:00,Single Family,8404 N WOODLEY PL,LOS ANGELES,CA,91343,12,Platinum Loan Servicing,Karen Larson,818-222-5222,NULL,NULL,,NULL,-118.48508,34.22322,POINT (-118.48508 34.22322)
2414027015,2/1/2022 0:00,Single Family,10933 W KITTRIDGE ST,LOS ANGELES,CA,91606,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,EDWARD ZUBIA  no unit number,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.36932,34.19043,POINT (-118.36932 34.19043)
2680014005,7/22/2022 0:00,Single Family,16450 W TRIBUNE ST,LOS ANGELES,CA,91344,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.49096,34.26654,POINT (-118.49096 34.26654)
2532010067,1/7/2022 0:00,Single Family,12345 W STONEGATE RD,LOS ANGELES,CA,91331,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.40066,34.28041,POINT (-118.40066 34.28041)
7416011017,10/3/2022 0:00,Single Family,1028 W ALTON ST,LOS ANGELES,CA,90744,15,NATIONS DIRECT MORTGAGE,Property Preservation,800-669-0340,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.27478,33.77703,POINT (-118.27478 33.77703)
5160004014,1/4/2022 0:00,Single Family,347 N PATTON ST,LOS ANGELES,CA,90026,1,Metropolitan Mortgage,Alan Fattal,818-778-6400,Metropolitan Mortgage,Alan Fattal,7136   Haskell AVE  Van Nuys CA 91406,818-778-6400,-118.25857,34.06645,POINT (-118.25857 34.06645)
7413023032,7/12/2022 0:00,Single Family,25579  PINE CREEK LANE,LOS ANGELES,CA,90744,15,CALIFORNIA HOUSING FINANCE AGENCY,Property Preservation,800-669-0340,Axiom Field Solutions,Gabriel Saucedo,13089   Peyton DR C-279 Chino Hills CA 91709,714-510-8162,-118.28398,33.79095,POINT (-118.28398 33.79095)
2107002071,1/28/2022 0:00,Single Family,20247 1/2 W LANARK ST,LOS ANGELES,CA,91306,3,DYCK-O'NEAL,RAYMAND SPANGLER,972-661-3744,NULL,NULL,,NULL,-118.57462,34.21811,POINT (-118.57462 34.21811)
2621030003,10/19/2022 0:00,Single Family,9600 N BARTEE AVE,LOS ANGELES,CA,91331,6,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.42546,34.24444,POINT (-118.42546 34.24444)
2662001022,1/3/2022 0:00,Single Family,11409 N BLUCHER AVE,LOS ANGELES,CA,91344,12,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.4712,34.27758,POINT (-118.4712 34.27758)
2536015169,1/4/2022 0:00,Single Family,12411 W OSBORNE ST 1-90,LOS ANGELES,CA,91331,7,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.40315,34.25998,POINT (-118.40315 34.25998)
5028007103,1/3/2022 0:00,Single Family,4541 W DON RICARDO DR,LOS ANGELES,CA,90008,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.35212,34.01116,POINT (-118.35212 34.01116)
4009005005,11/17/2022 0:00,Single Family,2922 W 73RD ST,LOS ANGELES,CA,90043,8,Selene Finance,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.32518,33.97353,POINT (-118.32518 33.97353)
5592011024,11/2/2022 0:00,Single Family,3834 W SHANNON ROAD,LOS ANGELES,CA,90027,4,PNC MORTGAGE,MARIA CROSS,937-913-7352,EDWARD ZUBIA  no unit number,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.27869,34.11863,POINT (-118.27869 34.11863)
5582018004,10/17/2022 0:00,Single Family,2805 N WOODSHIRE DR,LOS ANGELES,CA,90068,4,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.3225,34.12191,POINT (-118.3225 34.12191)
6029020023,1/7/2022 0:00,Single Family,922 E 83RD ST,LOS ANGELES,CA,90001,9,WANG YANG RETIREMENT ACCOUNT TRUST,JEREMY GENG,951-534-8898,2nd Chance Mortgages Inc.,Belle Baca,23580   Allesandro BLVD 9818 Moreno Valley CA 92553,951-534-8898,-118.25777,33.96368,POINT (-118.25777 33.96368)
2722006038,7/6/2022 0:00,Single Family,21414 W GERMAIN ST,LOS ANGELES,CA,91311,12,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.5979,34.263,POINT (-118.5979 34.263)
5114019024,1/4/2022 0:00,Multi-Family,986 E 32ND ST 1-4,LOS ANGELES,CA,90011,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.25839,34.01468,POINT (-118.25839 34.01468)
6063029010,1/10/2022 0:00,Multi-Family,438 E 107TH ST,LOS ANGELES,CA,90003,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.26604,33.9392,POINT (-118.26604 33.9392)
2225020063,8/29/2022 0:00,Single Family,7124 N BALBOA BLVD,LOS ANGELES,CA,91406,6,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.50093,34.2001,POINT (-118.50093 34.2001)
4321014005,1/4/2022 0:00,Single Family,2018 S GLENDON AVE,LOS ANGELES,CA,90025,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.43268,34.04677,POINT (-118.43268 34.04677)
5056012020,6/6/2022 0:00,Single Family,1839 S ARAPAHOE ST,LOS ANGELES,CA,90006,1,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.2854,34.04072,POINT (-118.2854 34.04072)
